label,abstract,processed_abstract
cancer,"BACKGROUND: Metabolic reprogramming is a hallmark of cancer; however, the mechanisms driving metabolic heterogeneity across diverse cell types in the tumor microenvironment remain poorly understood. Most existing methods predict metabolic states at the pathway level but rarely map reaction-level alterations to their upstream regulators, thereby constraining both interpretability and translational relevance. METHODS: We developed MetroSCREEN, a reference-guided computational framework that infers reaction-level metabolic flux propensity and nominates upstream regulators from bulk and single-cell transcriptomes. MetroSCREEN uses a fast enrichment-based procedure to quantify reaction-level metabolic activity. To characterize metabolic regulons, it integrates intrinsic gene-regulatory signals with extrinsic cell-cell interaction cues, then applies a robust multi-evidence ranking scheme to combine these information sources, and finally employs a constraint-based causal discovery module to infer regulatory directionality. RESULTS: MetroSCREEN accurately predicts reaction-level metabolic activities and their upstream regulators, as demonstrated using paired transcriptomic-metabolomic datasets from the cancer cell lines. We further validated predicted regulators with in-house single-cell CRISPR screens in PC9 cells targeting metabolic regulators. Applying MetroSCREEN to a pan-cancer single-cell atlas of more than 700,000 fibroblasts and myeloid cells across 36 cancer types, we identified ZNF281 and STAT1 as key regulators of collagen metabolism, which is elevated in extracellular-matrix-associated fibroblasts and macrophages at tumor margins. By contrast, APOE and KLF7 regulate sphingolipid metabolism and antigen presentation in macrophages. Leveraging extensive tumor profiles, MetroSCREEN also delineates metabolic subtypes and regulators associated with patient survival and response to immunotherapy. CONCLUSIONS: MetroSCREEN is a robust and scalable approach for characterizing metabolic heterogeneity and pinpointing metabolic regulators at single-cell resolution, unveiling novel antitumor targets for future metabolic interventions. The source codes of MetroSCREEN is available at the Github site https://github.com/wanglabtongji/MetroSCREEN .",background metabol reprogram hallmark cancer howev mechan drive metabol heterogen across divers cell type tumor microenviron remain poorli understood exist method predict metabol state pathway level rare map reactionlevel alter upstream regul therebi constrain interpret translat relev method develop metroscreen referenceguid comput framework infer reactionlevel metabol flux propens nomin upstream regul bulk singlecel transcriptom metroscreen use fast enrichmentbas procedur quantifi reactionlevel metabol activ character metabol regulon integr intrins generegulatori signal extrins cellcel interact cue appli robust multievid rank scheme combin inform sourc final employ constraintbas causal discoveri modul infer regulatori direction result metroscreen accur predict reactionlevel metabol activ upstream regul demonstr use pair transcriptomicmetabolom dataset cancer cell line valid predict regul inhous singlecel crispr screen pc9 cell target metabol regul appli metroscreen pancanc singlecel atla 700000 fibroblast myeloid cell across 36 cancer type identifi znf281 stat1 key regul collagen metabol elev extracellularmatrixassoci fibroblast macrophag tumor margin contrast apo klf7 regul sphingolipid metabol antigen present macrophag leverag extens tumor profil metroscreen also delin metabol subtyp regul associ patient surviv respons immunotherapi conclus metroscreen robust scalabl approach character metabol heterogen pinpoint metabol regul singlecel resolut unveil novel antitumor target futur metabol intervent sourc code metroscreen avail github site httpsgithubcomwanglabtongjimetroscreen
cancer,"BACKGROUND: Sarcoidosis is a multisystem granulomatous disease of unknown etiology, with pulmonary involvement being the most common and clinically significant manifestation. Vascular adhesion protein-1 (VAP-1) plays a key role in leukocyte trafficking to inflamed tissues. [(6)(8)Ga]Ga-DOTA-Siglec-9 is a novel PET radiotracer that binds to VAP-1. This proof-of-concept study aimed to evaluate the feasibility of [(68)Ga]Ga-DOTA-Siglec-9 PET/CT for imaging pulmonary sarcoidosis. METHODS: Six patients with stage 2 pulmonary sarcoidosis (age 50.5 +/- 13.1 years; bodyweight 84.2 +/- 14.7 kg), diagnosed by clinical, radiological, and histological findings, underwent [(68)Ga]Ga-DOTA-Siglec-9 PET/CT. Control subjects included six healthy male volunteers (age 37.5 +/- 10.3 years; bodyweight 80.3 +/- 3.9 kg) and one female patient with lung cancer (age 77 years; bodyweight 62 kg). Tracer uptake was quantified in the lungs, mediastinal lymph nodes, and organs involved in systemic inflammation. RESULTS: Patients with sarcoidosis showed significantly higher [(68)Ga]Ga-DOTA-Siglec-9 uptake in the lungs (SUV(mean) 1.82 +/- 0.52 vs. 0.41 +/- 0.08; P = 0.00006) and mediastinal lymph nodes (SUV(mean) 2.06 +/- 0.46 vs. 0.89 +/- 0.26; P = 0.0003) compared to healthy controls. Increased uptake was also observed in the liver (SUV(mean) 1.18 +/- 0.14 vs. 0.80 +/- 0.10, P = 0.0003), spleen (SUV(mean) 1.13 +/- 0.09 vs. 0.82 +/- 0.06, P = 0.00003), bone marrow (SUV(mean) 0.30 +/- 0.12 vs. 0.06 +/- 0.05, P = 0.001), and bone (SUV(mean) 0.27 +/- 0.11 vs. 0.08 +/- 0.04, P = 0.004), indicating systemic inflammation. CONCLUSIONS: This proof-of-concept study demonstrates the potential of VAP-1-targeted [(68)Ga]Ga-DOTA-Siglec-9 PET/CT for imaging pulmonary sarcoidosis and associated inflammatory activity. Further validation in larger cohorts are warranted. TRIAL REGISTRATION: ClinicalTrials.gov, NCT03755245 (registered 27 November 2018), NCT05212103 (registered 27 January 2022).",background sarcoidosi multisystem granulomat diseas unknown etiolog pulmonari involv common clinic signific manifest vascular adhes protein1 vap1 play key role leukocyt traffick inflam tissu 68gagadotasiglec9 novel pet radiotrac bind vap1 proofofconcept studi aim evalu feasibl 68gagadotasiglec9 petct imag pulmonari sarcoidosi method six patient stage 2 pulmonari sarcoidosi age 505 131 year bodyweight 842 147 kg diagnos clinic radiolog histolog find underw 68gagadotasiglec9 petct control subject includ six healthi male volunt age 375 103 year bodyweight 803 39 kg one femal patient lung cancer age 77 year bodyweight 62 kg tracer uptak quantifi lung mediastin lymph node organ involv system inflamm result patient sarcoidosi show significantli higher 68gagadotasiglec9 uptak lung suvmean 182 052 vs 041 008 p 000006 mediastin lymph node suvmean 206 046 vs 089 026 p 00003 compar healthi control increas uptak also observ liver suvmean 118 014 vs 080 010 p 00003 spleen suvmean 113 009 vs 082 006 p 000003 bone marrow suvmean 030 012 vs 006 005 p 0001 bone suvmean 027 011 vs 008 004 p 0004 indic system inflamm conclus proofofconcept studi demonstr potenti vap1target 68gagadotasiglec9 petct imag pulmonari sarcoidosi associ inflammatori activ valid larger cohort warrant trial registr clinicaltrialsgov nct03755245 regist 27 novemb 2018 nct05212103 regist 27 januari 2022
cancer,"BACKGROUND: Cancer significantly contributes to morbidity and mortality among incarcerated populations globally, yet research on cancer characteristics and outcomes in this vulnerable group remains limited. The purpose of this study is to compare sociodemographic factors, main tumor characteristics, treatment modalities, and survival rates between cancer patients managed within a prison hospitalization unit (PHU) and those treated in a community hospital. METHODS: A retrospective cohort study was conducted, comparing 63 cancer patients from the PHU with 129 matched controls from the general population, matched by tumor type and age. Sociodemographic variables, risk factors, tumor types, treatment and survival were analyzed. Chi-square tests and Student's t tests were used for group comparisons, and Kaplan-Meier curves with log-rank tests were applied for survival analysis. The statistical significance level considered was 5% (SPSS v29). RESULTS: The prison population had a higher prevalence of smoking (74.6% vs. 60.5%), alcohol consumption (50.8% vs. 36.4%), and other substance use (25.4% vs. 14.7%) (p < 0.001). The most common types of tumors were gastrointestinal (12%), prostate (9%), and head and neck (9%). Survival was lower for head/neck cancer patients in the PHU and higher in lung cancer patients (p < 0.005). CONCLUSIONS: Incarcerated cancer patients presented a higher prevalence of risk factors but received similar oncological treatments compared to community controls. Survival was poorer for head and neck cancers and unexpectedly better for lung cancer, although these findings should be interpreted cautiously due to the small sample size. The integrated prison-hospital model may reduce treatment disparities, but barriers to early diagnosis and follow-up remain.",background cancer significantli contribut morbid mortal among incarcer popul global yet research cancer characterist outcom vulner group remain limit purpos studi compar sociodemograph factor main tumor characterist treatment modal surviv rate cancer patient manag within prison hospit unit phu treat commun hospit method retrospect cohort studi conduct compar 63 cancer patient phu 129 match control gener popul match tumor type age sociodemograph variabl risk factor tumor type treatment surviv analyz chisquar test student test use group comparison kaplanmei curv logrank test appli surviv analysi statist signific level consid 5 spss v29 result prison popul higher preval smoke 746 vs 605 alcohol consumpt 508 vs 364 substanc use 254 vs 147 p 0001 common type tumor gastrointestin 12 prostat 9 head neck 9 surviv lower headneck cancer patient phu higher lung cancer patient p 0005 conclus incarcer cancer patient present higher preval risk factor receiv similar oncolog treatment compar commun control surviv poorer head neck cancer unexpectedli better lung cancer although find interpret cautious due small sampl size integr prisonhospit model may reduc treatment dispar barrier earli diagnosi followup remain
cancer,"BACKGROUND: Chronic ischemic heart disease (IHD) is a leading cause of cardiovascular-related mortality worldwide, with a growing burden among cancer patients due to shared risk factors and treatment-related Cardiotoxicity. However, nationwide trends and disparities in IHD-related mortality among cancer patients remain unexplored. METHODOLOGY: This study utilized CDC WONDER mortality data from 1999 to 2020, identifying U.S. adults (>/= 25 years) with cancer (ICD-10: C00-D48) who died from chronic IHD (ICD-10: I25) as the underlying cause. Age-adjusted mortality rates (AAMRs) and annual percent changes (APCs) were calculated and stratified by gender, age, race, geographic region, and urbanization level. RESULTS: Between 1999 and 2020, there were 246,664 Chronic IHD-related deaths among adult cancer patients. The AAMR declined significantly from 8.44 per 100,000 in 1999 to 3.71 in 2020. A steady decline occurred from 1999 to 2018 (APC: -3.85%; 95% CI: -4.01 to -3.72), followed by a slight increase from 2018 to 2020 (APC: 2.92%; 95% CI: 0.33 to 4.70). Men had higher AAMRs than women (8.16 vs. 3.25). The highest CMR were observed in older adults (24.19), with significantly lower rates in middle-aged (1.26) and young adults (0.04). Racial disparities revealed the highest AAMRs in non-Hispanic Black individuals (5.64), followed by non-Hispanic Whites (5.37), NH American Indian (3.59), Hispanics (3.28), and NH Asians (2.7). Geographic trends showed that the Northeast had the highest AAMRs (6.88), while urban areas had slightly higher mortality than rural areas (5.23 vs. 5.06). CONCLUSIONS: This nationwide analysis highlights a significant decline in chronic IHD-related mortality among cancer patients, with persistent disparities by gender, age, race, and geographic location. The recent rise in AAMRs after 2018 suggests emerging risk factors that warrant further investigation. Addressing these disparities through targeted cardiovascular risk management in cancer patients is crucial to improving long-term outcomes.",background chronic ischem heart diseas ihd lead caus cardiovascularrel mortal worldwid grow burden among cancer patient due share risk factor treatmentrel cardiotox howev nationwid trend dispar ihdrel mortal among cancer patient remain unexplor methodolog studi util cdc wonder mortal data 1999 2020 identifi us adult 25 year cancer icd10 c00d48 die chronic ihd icd10 i25 underli caus ageadjust mortal rate aamr annual percent chang apc calcul stratifi gender age race geograph region urban level result 1999 2020 246664 chronic ihdrel death among adult cancer patient aamr declin significantli 844 per 100000 1999 371 2020 steadi declin occur 1999 2018 apc 385 95 ci 401 372 follow slight increas 2018 2020 apc 292 95 ci 033 470 men higher aamr women 816 vs 325 highest cmr observ older adult 2419 significantli lower rate middleag 126 young adult 004 racial dispar reveal highest aamr nonhispan black individu 564 follow nonhispan white 537 nh american indian 359 hispan 328 nh asian 27 geograph trend show northeast highest aamr 688 urban area slightli higher mortal rural area 523 vs 506 conclus nationwid analysi highlight signific declin chronic ihdrel mortal among cancer patient persist dispar gender age race geograph locat recent rise aamr 2018 suggest emerg risk factor warrant investig address dispar target cardiovascular risk manag cancer patient crucial improv longterm outcom
cancer,"INTRODUCTION: Dedifferentiated (DC) and poorly differentiated chordomas (PDC) are rare, aggressive chordomas with a significantly worse prognosis than conventional chordomas (CC). The molecular mechanisms driving them remain poorly understood. METHODS: Matched primary CC and recurrent DC cryopreserved samples from one patient were analyzed with whole-exome sequencing (WES). Samples from three additional DCs and one PDC underwent targeted sequencing of cancer-related genes. Furthermore, 102 CC cases - 32 novel and 70 from literature, were analyzed. Functional and survival analysis was performed. RESULTS: WES revealed striking genomic changes during progression from CC to DC, with the number of somatic mutations increasing from 211 in primary to 430 in the recurrent DC; recurrence acquired TP53 and BRCA1 deleterious mutations, along with copy-number alterations, including loss of 6q containing the TBXT locus. Targeted sequencing identified TP53 mutations in 4/5 DC&PDC cases compared to 1/102 cases in combined CC cohorts (p = 2.7x10(-5), OR=162.9). In 3 recurrent DC samples with TP53 variant, presence of the mutation was assessed in primary CC sample and in neither, this variant was found. Literature review revealed TP53 mutations in 9/23 (39%) DC&PDC cases versus 5/445 (1.24%) CC cases. Survival analysis demonstrated that TP53 mutations confer a significantly worse prognosis in DC patients (p = 0.03). CONCLUSION: TP53 mutations are acquired during chordoma progression and are associated with an aggressive phenotype; TP53 sequencing could serve as a prognostic and potentially predictive biomarker in aggressive chordomas.",introduct dedifferenti dc poorli differenti chordoma pdc rare aggress chordoma significantli wors prognosi convent chordoma cc molecular mechan drive remain poorli understood method match primari cc recurr dc cryopreserv sampl one patient analyz wholeexom sequenc we sampl three addit dc one pdc underw target sequenc cancerrel gene furthermor 102 cc case 32 novel 70 literatur analyz function surviv analysi perform result we reveal strike genom chang progress cc dc number somat mutat increas 211 primari 430 recurr dc recurr acquir tp53 brca1 deleteri mutat along copynumb alter includ loss 6q contain tbxt locu target sequenc identifi tp53 mutat 45 dcpdc case compar 1102 case combin cc cohort p 27x105 or1629 3 recurr dc sampl tp53 variant presenc mutat assess primari cc sampl neither variant found literatur review reveal tp53 mutat 923 39 dcpdc case versu 5445 124 cc case surviv analysi demonstr tp53 mutat confer significantli wors prognosi dc patient p 003 conclus tp53 mutat acquir chordoma progress associ aggress phenotyp tp53 sequenc could serv prognost potenti predict biomark aggress chordoma
cancer,"Cisplatin resistance remains a major challenge in the clinical treatment of bladder cancer (BC), and the epigenetic regulation of this resistance, particularly involving 5-hydroxymethylcytosine (5hmC), has not been fully elucidated. Here, we investigated the role of 5hmC and vitamin C (VC) in modulating cisplatin sensitivity in BC. Clinical analyses of 36 BC patients receiving cisplatin-based neoadjuvant chemotherapy showed that reduced 5hmC levels in pre-chemotherapy tumor tissues were significantly associated with cisplatin resistance (CR-BC) and poor prognosis, with low 5hmC correlating with shorter progression-free survival (PFS). In vitro, we established two cisplatin-resistant cell lines (T24-CR, UMUC-3-CR) that exhibited reduced 5hmC compared to parental cells. Treatment with 100 muM VC significantly restored 5hmC levels in CR-BC cells by activating TET enzymes, inhibited cell proliferation, and enhanced cisplatin sensitivity; these effects were abrogated by the TET inhibitor Bobcat339, confirming VC acts in a TET-dependent manner. Mechanistically, genome-wide 850 K methylation array and RNA-seq analyses revealed that VC upregulated methylation specifically at the promoter of ATF4, a downstream effector of the MAPK pathway, thereby downregulating ATF4 expression. ATF4 knockdown in CR-BC cells increasing cisplatin sensitivity, while Bobcat339 reversed VC-induced ATF4 downregulation. In vivo, VC combined with cisplatin significantly inhibited tumor growth in T24-CR xenografts, and co-treatment with ATF4 knockdown further enhanced this effect, accompanied by elevated 5hmC and reduced Ki67 in tumors. Collectively, our findings identify reduced 5hmC as a hallmark of cisplatin-resistant BC and reveal a novel mechanism by which VC enhances cisplatin sensitivity. VC activates TET enzymes to increase 5mC at the ATF4 promoter, downregulating ATF4 and modulating the MAPK pathway. This highlights VC as a potential epigenetic adjuvant to overcome cisplatin resistance in BC.",cisplatin resist remain major challeng clinic treatment bladder cancer bc epigenet regul resist particularli involv 5hydroxymethylcytosin 5hmc fulli elucid investig role 5hmc vitamin c vc modul cisplatin sensit bc clinic analys 36 bc patient receiv cisplatinbas neoadjuv chemotherapi show reduc 5hmc level prechemotherapi tumor tissu significantli associ cisplatin resist crbc poor prognosi low 5hmc correl shorter progressionfre surviv pf vitro establish two cisplatinresist cell line t24cr umuc3cr exhibit reduc 5hmc compar parent cell treatment 100 mum vc significantli restor 5hmc level crbc cell activ tet enzym inhibit cell prolifer enhanc cisplatin sensit effect abrog tet inhibitor bobcat339 confirm vc act tetdepend manner mechanist genomewid 850 k methyl array rnaseq analys reveal vc upregul methyl specif promot atf4 downstream effector mapk pathway therebi downregul atf4 express atf4 knockdown crbc cell increas cisplatin sensit bobcat339 revers vcinduc atf4 downregul vivo vc combin cisplatin significantli inhibit tumor growth t24cr xenograft cotreat atf4 knockdown enhanc effect accompani elev 5hmc reduc ki67 tumor collect find identifi reduc 5hmc hallmark cisplatinresist bc reveal novel mechan vc enhanc cisplatin sensit vc activ tet enzym increas 5mc atf4 promot downregul atf4 modul mapk pathway highlight vc potenti epigenet adjuv overcom cisplatin resist bc
cancer,"BACKGROUND: Breast cancer reduces quality of life. Hr-QoL after all types of surgeries in general and after elective breast surgeries like mastectomy in particular is, however an under-researched area worldwide. This gap is conspicuously felt and seen especially in developing countries like Ethiopia. The main objective of this study was to assess the Hr-QoL outcomes of breast cancer cases after curative-intent surgery in comparison with health institution-based normal individuals. METHODS AND PATIENTS: A comparative cross-sectional study using SF-36 was conducted to compare Hr-QoL outcomes of representatively sampled 366 post-mastectomy women and health institution-based women as controls. The collected data were analyzed using SPSS windows version 21. The mean ranks of the Hr-QoL outcomes on a 0 to 100 scale were compared between the two groups using Mann-Whitney U test at p-value </= 0.05 (two-sided). RESULTS: Three hundred sixty-six participants (366), 183 cases and 183 controls were included in the analysis. Post-mastectomy cases had a median Physical Functioning (PF) of 70.0; Role-Physical (RP) of 75.0; Bodily Pain (BP) of 44.0; General Health (GH) of 35.0; Vitality (VT) of 40.0; Social Functioning (SF) of 50.0; Role-Emotional (RE) of 33.3; and Mental Health (MH) of 44.0. The respective values for the control group were: 75.0; 75.0; 54.0; 50.0; 55.0; 62.5; 66.7; and 64.0. PF and RP showed no statistically significant difference between the two groups. On the other hand, BP, GH, VT, SF, RE and MH were significantly lower in the post-mastectomy group. CONCLUSION: Quality of life of breast cancer patients after a curative-intent mastectomy was found to be lower. They had significantly lower scores in scales measuring mental health and those measuring both physical and mental health. Of the three scales assessing physical health, bodily pain was significantly lower.",background breast cancer reduc qualiti life hrqol type surgeri gener elect breast surgeri like mastectomi particular howev underresearch area worldwid gap conspicu felt seen especi develop countri like ethiopia main object studi assess hrqol outcom breast cancer case curativeint surgeri comparison health institutionbas normal individu method patient compar crosssect studi use sf36 conduct compar hrqol outcom repres sampl 366 postmastectomi women health institutionbas women control collect data analyz use spss window version 21 mean rank hrqol outcom 0 100 scale compar two group use mannwhitney u test pvalu 005 twosid result three hundr sixtysix particip 366 183 case 183 control includ analysi postmastectomi case median physic function pf 700 rolephys rp 750 bodili pain bp 440 gener health gh 350 vital vt 400 social function sf 500 roleemot 333 mental health mh 440 respect valu control group 750 750 540 500 550 625 667 640 pf rp show statist signific differ two group hand bp gh vt sf mh significantli lower postmastectomi group conclus qualiti life breast cancer patient curativeint mastectomi found lower significantli lower score scale measur mental health measur physic mental health three scale assess physic health bodili pain significantli lower
cancer,"BACKGROUND: Colectomy for colon cancer typically results in gastrointestinal hypomotility. Daikenchuto, a herbal medicine traditionally used in Japan, is administered to alleviate gastrointestinal hypomotility. However, it is suspected to cause hepatobiliary injury. Therefore, in this comparative, retrospective cohort study, we aimed to assess the risk of daikenchuto administration-induced hepatobiliary injury post-colectomy. METHODS: Patients with colon cancer who underwent colectomy, excluding the population with a high risk of postoperative hepatobiliary injury, were included in this study (N = 17,996). Specifically, patients who received daikenchuto within 4 days after colectomy or from the day of surgery to the first meal postoperatively and those who did not receive daikenchuto were assigned to the daikenchuto exposure and non-exposure groups, respectively. The primary outcome was the postoperative administration of cholagogues or hepatoprotective drugs. Multivariate logistic regression analysis was performed considering the perioperative risk factors for hepatobiliary injury. The analysis estimated the adjusted odds ratios to assess the risk of daikenchuto-induced hepatobiliary injury. RESULTS: The frequencies of the postoperative administration of cholagogues or hepatoprotective drugs were 52 of 2,324 patients (2.24%) and 421 of 15,672 (2.69%) in the daikenchuto exposure and non-exposure groups, respectively. Furthermore, the adjusted odds ratio and 95% confidence interval (0.62-1.12) were < 1 and included 1, respectively. CONCLUSIONS: No association between daikenchuto and the risk of hepatobiliary injury was identified. Thus, our results imply that daikenchuto can be safely administered post-colectomy. TRIAL REGISTRATION: This study was registered in the Japan Registry of Clinical Trials (Trial ID: jRCT1031240102; https://jrct.mhlw.go.jp/en-latest-detail/jRCT1031240102 ) on May 22, 2024.",background colectomi colon cancer typic result gastrointestin hypomotil daikenchuto herbal medicin tradit use japan administ allevi gastrointestin hypomotil howev suspect caus hepatobiliari injuri therefor compar retrospect cohort studi aim assess risk daikenchuto administrationinduc hepatobiliari injuri postcolectomi method patient colon cancer underw colectomi exclud popul high risk postop hepatobiliari injuri includ studi n 17996 specif patient receiv daikenchuto within 4 day colectomi day surgeri first meal postop receiv daikenchuto assign daikenchuto exposur nonexposur group respect primari outcom postop administr cholagogu hepatoprotect drug multivari logist regress analysi perform consid periop risk factor hepatobiliari injuri analysi estim adjust odd ratio assess risk daikenchutoinduc hepatobiliari injuri result frequenc postop administr cholagogu hepatoprotect drug 52 2324 patient 224 421 15672 269 daikenchuto exposur nonexposur group respect furthermor adjust odd ratio 95 confid interv 062112 1 includ 1 respect conclus associ daikenchuto risk hepatobiliari injuri identifi thu result impli daikenchuto safe administ postcolectomi trial registr studi regist japan registri clinic trial trial id jrct1031240102 httpsjrctmhlwgojpenlatestdetailjrct1031240102 may 22 2024
cancer,"BACKGROUND: Cervical cancer (CC) is a public health burden, particularly in low-and middle-income countries, but can be prevented by screening for Human Papillomavirus (HPV). Nevertheless, positive test results may have psychological and sexual impacts for women. This study aimed to assess the impact of HPV test results on anxiety and sexual dysfunction in Cameroonian women. METHODS: This prospective cohort study conducted from 2020 to 2022 in Cameroon, included women previously enrolled in the 3T-Approach trial. Participants underwent a same-day consultation, organized as follows: HPV screening, triage of HPV-positive women and treatment by thermal ablation or Large Loop Excision of the Transformation Zone (LLETZ), if necessary. They completed anxiety (STAI) and sexual function (ASEX) questionnaires at 1, 6, and 12 months post-screening. RESULTS: Among 273 women included in the study, 220 (80.6%) completed all time points. Upon inclusion, 24.5% were HPV-positive, of which 46.3% underwent treatment. Anxiety levels did not significantly differ by HPV status. Higher sexual dysfunction prevalence was observed in HPV-positive women at all intervals. Between 1 and 12 months HPV-positive women showed an increase in their mean sexual dysfunction score (+ 4.5, 95% CI: 0.5 to 8.4), which was not seen in HPV-negative women. This disparity persisted even after adjusting for socio-demographic factors. CONCLUSION: HPV test results did not significantly impact anxiety levels in women in Cameroon. Nevertheless, HPV-positive women reported higher sexual dysfunction at one-year post-screening compared to HPV-negative women. Further research should focus on investigating the factors affecting sexual dysfunction, in order to propose strategies to maintain women's well-being without compromising screening rates. TRIAL REGISTRATION: The protocol of the 3TApproach study was registered under ClinicalTrials.gov, (identifier NCT03757299) on 28, November, 2018.",background cervic cancer cc public health burden particularli lowand middleincom countri prevent screen human papillomaviru hpv nevertheless posit test result may psycholog sexual impact women studi aim assess impact hpv test result anxieti sexual dysfunct cameroonian women method prospect cohort studi conduct 2020 2022 cameroon includ women previous enrol 3tapproach trial particip underw sameday consult organ follow hpv screen triag hpvposit women treatment thermal ablat larg loop excis transform zone lletz necessari complet anxieti stai sexual function asex questionnair 1 6 12 month postscreen result among 273 women includ studi 220 806 complet time point upon inclus 245 hpvposit 463 underw treatment anxieti level significantli differ hpv statu higher sexual dysfunct preval observ hpvposit women interv 1 12 month hpvposit women show increas mean sexual dysfunct score 45 95 ci 05 84 seen hpvneg women dispar persist even adjust sociodemograph factor conclus hpv test result significantli impact anxieti level women cameroon nevertheless hpvposit women report higher sexual dysfunct oneyear postscreen compar hpvneg women research focu investig factor affect sexual dysfunct order propos strategi maintain women wellb without compromis screen rate trial registr protocol 3tapproach studi regist clinicaltrialsgov identifi nct03757299 28 novemb 2018
cancer,"OBJECTIVE: To evaluate the effects of Mepitel film on the prevention and treatment of radiodermatitis. METHODS: We conducted a systematic search across multiple databases, including PubMed, Cochrane Library, Embase, China National Knowledge Infrastructure (CNKI), Wanfang Database, and SinoMed Database, from their inception until August 6, 2024. We identified randomized controlled trials (RCTs) or controlled clinical trials that assessed the effects of Mepitel film on radiodermatitis. The risk of bias was evaluated using the Revised Cochrane Risk-of-Bias tool for randomized trials (RoB2). Traditional meta-analysis was performed using RevMan 5.3 and Stata 14.0 software. RESULTS: A total of 27 studies involving 2,313 cancer patients were included. The pooled analysis indicated that Mepitel significantly reduced the incidence of radiation dermatitis (OR = 0.28, 95%CI 0.16 to 0.50, I(2) = 67%, P < 0.0001) compared to the control groups. In the subgroup analysis by cancer type, Mepitel reduced the incidence of radiation dermatitis in nasopharyngeal carcinoma (OR = 0.25, 95%CI 0.13 to 0.46, I(2) = 0%, P < 0.0001), breast cancer (OR = 0.42, 95%CI 0.26 to 0.68, I(2) = 24%, P = 0.0004), and various malignancies (OR = 0.10, 95%CI 0.06 to 0.16, I(2) = 0%, P < 0.00001). Mepitel use was also associated with a lower incidence of moderate and severe skin injury in radiotherapy patients (RTOG grade II OR = 0.26, 95%CI 0.16 to 0.42, P < 0.00001; RTOG grade III OR = 0.19, 95%CI 0.12 to 0.30, P < 0.00001; RTOG grade IV OR = 0.10, 95%CI 0.03 to 0.36, P = 0.0005), as well as a reduction in the severity of radiation-induced skin damage (combined RISRAS score, MD= -0.74 95% CI -1.02 to -0.46, I(2) = 95%, P < 0.00001; researcher RISRAS score MD= -0.47 95% CI -0.67 to -0.27, I(2) = 90%, P < 0.00001; and patient RISRAS score MD= -1.19 95% CI -1.33 to -1.05, I(2) = 39%, P < 0.00001). Additionally, patients treated with Mepitel experienced fewer cases of moist desquamation (OR = 0.46, 95%CI 0.25 to 0.83, I(2) = 58%, P = 0.010), and shorter healing times (MD= -4.73, 95%CI -7.16 to -2.30, I(2) = 98%, P = 0.0001). CONCLUSION: Mepitel interventions significantly reduced RTOG grades and RISRAS scores, decreased the risk of moist desquamation, and shortened healing times for radiation-induced dermatitis in cancer patients. Further clinical studies are needed to better understand the relationship between Mepitel and radiation dermatitis in this patient population.",object evalu effect mepitel film prevent treatment radiodermat method conduct systemat search across multipl databas includ pubm cochran librari embas china nation knowledg infrastructur cnki wanfang databas sinom databas incept august 6 2024 identifi random control trial rct control clinic trial assess effect mepitel film radiodermat risk bia evalu use revis cochran riskofbia tool random trial rob2 tradit metaanalysi perform use revman 53 stata 140 softwar result total 27 studi involv 2313 cancer patient includ pool analysi indic mepitel significantli reduc incid radiat dermat 028 95ci 016 050 i2 67 p 00001 compar control group subgroup analysi cancer type mepitel reduc incid radiat dermat nasopharyng carcinoma 025 95ci 013 046 i2 0 p 00001 breast cancer 042 95ci 026 068 i2 24 p 00004 variou malign 010 95ci 006 016 i2 0 p 000001 mepitel use also associ lower incid moder sever skin injuri radiotherapi patient rtog grade ii 026 95ci 016 042 p 000001 rtog grade iii 019 95ci 012 030 p 000001 rtog grade iv 010 95ci 003 036 p 00005 well reduct sever radiationinduc skin damag combin risra score md 074 95 ci 102 046 i2 95 p 000001 research risra score md 047 95 ci 067 027 i2 90 p 000001 patient risra score md 119 95 ci 133 105 i2 39 p 000001 addit patient treat mepitel experienc fewer case moist desquam 046 95ci 025 083 i2 58 p 0010 shorter heal time md 473 95ci 716 230 i2 98 p 00001 conclus mepitel intervent significantli reduc rtog grade risra score decreas risk moist desquam shorten heal time radiationinduc dermat cancer patient clinic studi need better understand relationship mepitel radiat dermat patient popul
