label,abstract
cardio,"The heart team (HT) is a multidisciplinary team that performs a comprehensive review of patients with complex cardiac issues, collaborates on potential treatment options, and provides the patient with treatment recommendations. Despite strong guideline support and HT's ubiquitous presence, data on how to operationally design, implement, and measure the success of an HT remain limited. This, in turn, has led to wide variability in how HT are instituted. This review examines the development and strategy toward operationalizing HT to help identify potential barriers to HT development and growth. The HT itself is the culmination of a complex care process with the goal of adopting an integrated, patient-centric HT approach to treatment decisions in the care of patients with complex coronary artery disease."
cardio,"BACKGROUND: Hemodialysis (HD) patients are at high risk of vascular calcification (VC) and cardiovascular disease (CVD). The coexistence of sarcopenia and malnutrition, known as malnutrition-sarcopenia syndrome (MSS), may further exacerbate these risks. This study aimed to investigate the prevalence of MSS in HD patients and its association with abdominal aortic calcification (AAC) and major adverse cardiovascular events (MACE). METHODS: This prospective cohort study enrolled 462 maintenance HD patients, who were subsequently stratified into four groups: no sarcopenia-no malnutrition, sarcopenia alone, malnutrition alone, and MSS. Sarcopenia was diagnosed based on the 2019 Asian Working Group for Sarcopenia (AWGS) criteria, and malnutrition was assessed using the Geriatric Nutritional Risk Index (GNRI). AAC was evaluated using lateral abdominal radiographs and scored according to Kauppila's semiquantitative scoring system. The primary outcome was MACE during a 3-year follow-up period. Multivariable logistic regression and mediation analyses were employed to determine associations and potential mechanisms. RESULTS: The prevalence of sarcopenia and malnutrition was 46.3 and 32.0%, respectively, with 18.2% of patients having MSS. MSS was independently associated with increased AAC (OR: 2.157, 95% CI: 1.064-4.373, p = 0.033) and MACE risk (OR: 2.235, 95% CI: 1.192-4.194, p = 0.012). Mediation analysis revealed that AAC severity partially mediated the relationship between MSS and MACE, accounting for 26.7% of the total effect. CONCLUSION: MSS is prevalent in HD patients and is associated with more severe VC and higher cardiovascular risk. Comprehensive nutritional assessment and targeted interventions are needed to address sarcopenia and malnutrition in HD patients to improve their cardiovascular outcomes."
cardio,"Coronary heart disease (CHD) is the most common type of cardiovascular disease (CVD) and poses a heavy economic burden worldwide due to its persistently high incidence and mortality rates. In recent years, the pathogenesis of CHD is well-understood, and the ""gut-heart axis"" theory reveals that the gut microbiota mediated dietary components enter the cardiovascular system via mechanisms including immune metabolism, epigenetics (regulation), and microbial metabolism, which can promote the formation and development of atherosclerosis. This theory identifies the gut microbiota as a promising therapeutic target for CHD intervention. The gut microbiota is highly plastic and closely related to dietary habits. Appropriate nutritional management can achieve the purpose of preventing and treating CHD. From the perspective of the ""gut-heart axis,"" this review integrates previous research results and current research progress on the gut microbiota in CHD, summarizes the gut microbiota and related pathogenesis in CHD patients, discusses the interrelationship between CHD, nutritional management, and gut microbiota, and explores the existing problems and recent advances in nutritional management of CHD patients, which provides reference ideas for possible therapeutic strategies and precision nutrition support in CHD."
cardio,"Autism spectrum disorder (ASD) is a neurodevelopmental disorder that causes deficits in social interactions, communication skills, intellectual limitations, and self-injurious behaviors. Common systemic comorbidities include gastrointestinal issues, obesity, and cardiovascular disease. Recent study has found a link between gut microbiota alterations and neurobehavioral symptoms in children with ASD. Physical activity and exercise therapy have been demonstrated to promote communication and social interaction while also positively influencing microbiota composition. This research intends to highlight how various sports can improve speech and social abilities in autistic children while also benefitting gut microbiota composition. Parents of autistic children confront several problems. Many parents are too busy or lack the essential information to care for their children at home, so they rely on government-provided healthcare facilities. This condition hinders these youngsters from having a regular upbringing, resulting in behaviors more akin to younger children as they get older. They frequently suffer from mental health concerns and may fail to articulate their needs and desires effectively. The inability to articulate oneself can lead to negative conduct, especially against others who remind them of their parents or siblings. Addressing these issues may entail examining early memories and involving people in activities that match their interests and developmental phases. By doing so, they may feel more understood and sensitive to instruction, like a small child."
cardio,"INTRODUCTION: Chronic pain is a major global health problem that significantly affects quality of life and increases the risk of cardiovascular diseases. METHODS: Using the Global Burden of Disease (GBD) 2021 data, this study analyzed temporal trends in chronic pain across 204 countries and territories from 1990 to 2021. We further examined the influence of the Socio-demographic Index (SDI), explored age- and sex-specific patterns, and projected the future burden of chronic pain through 2032. Cardiovascular diseases data were also analyzed for correlations with chronic pain. RESULTS: Results showed a significant positive association between SDI and age-standardized prevalence rate (ASPR), with higher burdens in more developed regions, especially for cancer- and arthritis-related pain. Apart from headaches, most types of chronic pain-including low back pain, neck pain, osteoarthritis-related pain, and rheumatoid arthritis-related pain-were more prevalent in older adults. Females were generally more affected by musculoskeletal and arthritis-related pain, while males showed higher rates of gout- and pancreatitis-related pain. Projections suggest that the prevalence of rheumatoid arthritis and other musculoskeletal pain will continue to rise, whereas gout-, back-, neck-, and pancreatitis-related pain are expected to decline. Notably, chronic pain showed significant positive correlations with several cardiovascular diseases, including ischemic heart disease and stroke. DISCUSSION: The global burden of chronic pain remains substantial and unevenly distributed by sex, age, and SDI level. The observed association between chronic pain and cardiovascular diseases highlights the need for integrated management strategies targeting both conditions."
cardio,"OBJECTIVE: This meta-analysis evaluated the association of frailty and pre-frailty with cardiovascular mortality in cohort studies. While frailty is a recognized predictor of poor outcomes, the prognostic role of pre-frailty-a critical intermediate stage-remains less clear. We assessed their associations with cardiovascular mortality, explored heterogeneity, and examined the robustness of findings through publication bias analyses. METHODS: Cohort studies published up to 2025 were systematically searched. Pooled hazard ratios (HRs) with 95% confidence intervals (CIs) were estimated using random-effects models. Heterogeneity was assessed using the I (2) statistic. Subgroup analyses and meta-regression were performed to explore sources of heterogeneity, but no single factor fully explained the high variability observed (I (2) > 80%). Publication bias was evaluated using funnel plots and statistical tests, with no significant bias detected. RESULTS: Twenty-six cohort studies involving over 4 million participants were included. Frailty was significantly associated with higher cardiovascular mortality (HR = 2.11, 95% CI: 1.86-2.40), and pre-frailty also conferred elevated risk (HR = 1.80, 95% CI: 1.46-2.23). Despite substantial heterogeneity (I (2) > 80%), subgroup analyses and meta-regression did not identify a clear source. No publication bias was found. CONCLUSION: Frailty and pre-frailty are consistently associated with increased cardiovascular mortality, emphasizing their value for early risk identification and preventive strategies. Given the observational nature and residual heterogeneity, findings should be interpreted cautiously, and future research is needed to establish standardized assessment tools and test targeted interventions. SYSTEMATIC REVIEW REGISTRATION: https://www.crd.york.ac.uk/PROSPERO/ identifier CRD420251109559."
cardio,"INTRODUCTION: Cardiovascular disease (CVD) remains the leading cause of mortality worldwide, underscoring the importance of accessible health communication. Artificial intelligence (AI) tools such as ChatGPT and MediSearch have potential to bridge knowledge gaps, but their effectiveness depends on both accuracy and readability. This study evaluated how natural language processing (NLP) models respond to CVD-related questions across different education levels. METHODS: Thirty-five frequently asked questions from reputable sources were reformatted into prompts representing lower secondary, higher secondary, and college graduate levels, and entered into ChatGPT Free (GPT-4o mini), ChatGPT Premium (GPT-4o), and MediSearch (v1.1.4). Readability was assessed using Flesch-Kincaid Ease and Grade Level scores, and response similarity was evaluated with BERT-based cosine similarity. Statistical analyses included ANOVA, Kruskal-Wallis, and Pearson correlation. RESULTS: Readability decreased significantly with increasing education level across all models (p < 0.001). ChatGPT Free responses were more readable than MediSearch (p < 0.001), while ChatGPT Free and Premium demonstrated higher similarity to each other than to MediSearch. ChatGPT Premium explained the greatest variance in readability (r = 0.350; p < 0.001), suggesting stronger adaptability to user education levels compared to ChatGPT Free (r = 0.530; p < 0.001) and MediSearch (r = 0.227; p < 0.001). DISCUSSION: These findings indicate that while NLP models adjust readability by education level, output complexity often exceeds average literacy, highlighting the need for refinement to optimize AI-driven patient education."
cardio,"Utilizing China's air quality monitoring data from 2013 to 2023, this study employs spatial autocorrelation analysis and health impact assessment methodologies to quantify the health economic costs and temporal trends of PM(2.5) and O(3) pollution across mainland China. Results indicate a substantial decline in PM(2.5)-attributable mortality over the study period. With 0 and 15 mug/m(3) taken as the reference concentrations, all-cause mortality decreased by 47.41% (233,173 cases) and 65.55% (240,448 cases), respectively. Cardiovascular disease mortality declined by 47.71% (56,086 cases) and 65.75% (57,504 cases), while respiratory disease mortality reduced by 46.97% (38,519 cases) and 65.27% (40,055 cases). Conversely, O(3)-related mortality exhibited a significant upward trend. At reference concentrations of 0 and 60 mug/m(3), all-cause mortality increased by 24.25% (365,084 cases) and 79.70% (372,724 cases), respectively. Cardiovascular mortality rose by 25.43% (80,056 cases) and 81.52% (77,497 cases), and respiratory mortality increased by 15.46% (98,620 cases) and 64.54% (163,165 cases). Spatially, health economic costs and their GDP proportions for both pollutants followed a high distribution in the east and a low distribution in the west. Shandong, Henan and Jiangsu were the top regions for PM(2.5)-related economic costs, with Henan, Hebei and Tianjin exhibiting the highest GDP ratios. For O(3), Guangdong, Jiangsu and Shandong incurred the greatest economic costs, while Henan, Hebei and Gansu showed the highest GDP proportions. These findings underscore the divergent trends in PM(2.5) and O(3) health impacts and provide critical evidence for targeted air pollution control strategies in China."
cardio,"Cardiovascular conditions disrupt the normal functioning of the heart and blood vessels, often due to underlying conditions like atherosclerosis or hypertension. Antihypertensive medications are essential in cardiovascular disease management, encompassing several major drug classes with distinct mechanisms of action. Hence, this review evaluated the impact of various antihypertensive treatments on cardiovascular event reduction in asymptomatic carotid artery stenosis (CAS) patients. A comprehensive literature search was conducted from inception to 2024 on various databases by using specific keywords, and based on the eligibility criteria, three observational cohort studies and six randomized controlled trials (RCTs) of the 540 records retrieved were incorporated in this systematic review. The Newcastle-Ottawa scale was used to assess the methodological quality of the cohort studies, and the risk of bias visualization tool was used for RCTs. Data were then systematically extracted and analyzed. The results reported that enalapril and fosinopril demonstrated dual benefits in blood pressure (BP) reduction and vascular remodeling, though meta-analysis showed statistically insignificant improvements in regional cerebral blood flow (CI: -0.84, 6.08, P = 0.14, I(2)= 94%). Similarly, isradipine, lacidipine, and amlodipine improved carotid hemodynamics and cerebral perfusion, with meta-analysis favoring calcium channel blocker intervention for blood pressure management (CI: -3.25 to 7.64, P = 0.43). On the other hand, thiazide diuretics effectively reduced BP but showed limited efficacy in preventing atherosclerosis progression. In addition, angiotensin II receptor blockers (ARBs) significantly reduced 5-year stroke rates from 11% to 3.5%. Moreover, beta-blockers showed specific benefits, with metoprolol improving plaque echogenicity (57.3 +/- 16.8 vs. 51.8 +/- 20.0, p = 0.006) and reducing cardiovascular events (17% vs. 37% placebo, p = 0.011), while labetalol effectively managed post-endarterectomy hypertension. In conclusion, antihypertensive treatments showed varying effectiveness in cardiovascular event reduction and improvements in vessel measures."
cardio,"Spontaneous coronary artery dissection (SCAD) is increasingly identified as a significant cause of acute coronary syndrome and is often associated with fibromuscular dysplasia (FMD), a non-atherosclerotic, non-inflammatory vascular disease affecting medium-sized arteries. SCAD and FMD frequently co-occur, warranting extracoronary vascular imaging. Horseshoe kidney, a rare congenital anomaly, has been linked to various genitourinary and vascular abnormalities but has not previously been associated with FMD. A man in his early 50s presented with acute chest pain and was diagnosed with SCAD of the obtuse marginal artery. Due to the known association between SCAD and FMD, CT angiography was performed, revealing a horseshoe kidney and a classic string-of-beads appearance in both renal arteries, consistent with multifocal FMD. No abnormalities were found in other vascular beds, and there was no clinical evidence of connective tissue disorders. Renal function was normal, and hypertension was well controlled with antihypertensive medication. The patient was managed conservatively and remains under outpatient follow-up. This is the first reported case of coexisting renal artery multifocal FMD and a horseshoe kidney. While the co-occurrence may initially appear coincidental, the rarity of both conditions suggests a potential, previously unrecognized congenital or biomechanical association. One could hypothesize that the abnormal positioning and limited mobility of the fused kidneys in a horseshoe kidney might contribute to chronic vascular wall stress and arterial remodeling. Further research is warranted to assess the prevalence of FMD in patients with horseshoe kidneys and to explore possible shared developmental or mechanical mechanisms."
cardio,"Cardiac rehabilitation (CR) plays a vital role in the management of cardiovascular diseases (CVDs), such as ischemic heart disease and heart failure, which remain major causes of illness and death worldwide. This literature review explores recent progress and future directions in CR, highlighting its importance as a comprehensive and multidisciplinary approach. Modern programs now combine exercise training, nutritional guidance, psychosocial support, and lifestyle modification to improve recovery and prevent further cardiac events. The inclusion of technology, such as mobile health apps, wearable monitors, and virtual rehabilitation programs, has made CR more accessible and effective for diverse patient groups. Despite strong evidence showing that CR reduces mortality, improves functional capacity, and enhances quality of life, participation rates remain low. Barriers often include limited availability of programs, low referral rates, and challenges linked to socioeconomic and cultural factors. Addressing these issues requires practical strategies to improve awareness, accessibility, and patient adherence. Future research should focus on developing culturally adaptable and technology-driven models of CR that reach more patients and deliver long-term health benefits."
cardio,"BACKGROUND: Subclinical hypothyroidism (SCH) is characterized by elevated thyroid-stimulating hormone (TSH) and normal free thyroxine (FT4) levels. It may also assume the status of comorbidity with obesity and may cause augmented dyslipidemia, insulin resistance, and cardiovascular disease. The aim of the current study was to estimate the prevalence of SCH and its association with the metabolic aberrations in obese adults. METHODS: In this prospective cohort study, the random sampling method was used to recruit 200 obese adults (body mass index (BMI) 30 kg/m(2) and above) who were tested during six months in Shaikh Zayed Hospital, Lahore, Pakistan. The clinical and demographic data of the anthropometric measurements were also recorded. The laboratory tests were interpreted to identify serum TSH, FT4, fasting blood glucose, lipid profile, and insulin resistance calculated through the homeostatic model assessment of insulin resistance (HOMA-IR). SCH featured TSH.4.5 mIU/L with normal FT4. The data were analyzed by using the chi-square test, independent t-tests, and Pearson with p < 0.05. RESULTS: SCH was present in 41.0% (82/200) of obese adults. SCH patients had significantly greater BMI, fasting glucose, HOMA-IR, total cholesterol, and LDL-C (all p < 0.05) but lower levels of HDL-C (p = 0.004). TSH showed positive correlations with BMI (r = 0.32), HOMA-IR (r = 0.41), and lipid abnormalities and a negative correlation with HDL-C (r = -0.22, p = 0.046). CONCLUSION: SCH was seen to be more common in obese adults and was strongly associated with poor metabolic phenotypes. Thyroid screening within the early years of obese patients would facilitate an appropriate early diagnosis and treatment process to mitigate cardiometabolic risk."
cardio,"Spontaneous coronary artery dissection (SCAD) is an uncommon cause of acute myocardial infarction, typically affecting younger individuals without traditional risk factors for atherosclerotic cardiovascular disease. The underlying pathophysiology differs entirely from that of atherosclerotic myocardial infarction, necessitating distinct diagnostic and management strategies. When SCAD occurs during pregnancy, it is termed pregnancy-associated SCAD (P-SCAD). Because of its rarity, no standardized guidelines currently exist for the diagnosis and management of P-SCAD. We report the case of a 37-year-old woman at 35 weeks' gestation, with no traditional atherosclerotic risk factors, who presented with chest pain. Her electrocardiogram (ECG) showed subtle changes suggestive of anterior ST-elevation myocardial infarction. Considering the procedural risks associated with an invasive coronary angiogram, a computed tomography (CT) coronary angiogram was performed first, confirming dissection involving the left main stem and proximal left anterior descending (LAD) artery. She experienced a brief episode of pulmonary edema that responded well to furosemide and subsequently remained hemodynamically stable. The patient was monitored in the hospital and later delivered uneventfully about four weeks after the event. This case highlights the value of CT coronary angiogram as a non-invasive diagnostic option in hemodynamically stable antepartum patients with suspected SCAD, providing a safe alternative to invasive angiography in selected cases."
cardio,"OBJECTIVE: Cardiovascular disease (CVD) is the leading cause of death worldwide, and early prediction and prevention are essential to reduce its incidence. In recent years, Artificial Intelligence (AI) techniques have made significant progress in medical imaging analysis, especially in predicting CVD risk from retinal imaging. METHODS: As of August 2025, we searched using several electronic databases including PubMed, Web Of Science Core Collection. Screening was performed based on inclusion and exclusion criteria, and 43 papers were finally selected. RESULTS: AI shows great potential in predicting CVD risk from retinal imaging [optical coherence tomography (OCT), optical coherence tomography angiography (OCTA), and color fundus photography (CFP)]. Non-invasive eye examinations combined with AI analysis offer the potential for mass screening and early warning. CONCLUSIONS: AI has made significant progress in the field of CVD assisted diagnosis and risk assessment using retinal imaging. Single-modality models have achieved high accuracy, while multimodal models have further enhanced performance. However, challenges remain, including reliance on single-center data and insufficient generalization capabilities. Future steps include building multi-center datasets, developing dynamic risk models, and promoting portable devices for underserved regions. While promising for early CVD prevention, interdisciplinary collaboration is needed to improve generalizability, standardization, and interpretability for higher clinical value."
cardio,"OBJECTIVE: Cardiovascular diseases (CVDs), the leading cause of global mortality, demand novel strategies to enhance cardiac regeneration. While ongoing research has begun to address the critical need for novel therapies aimed at regenerating cardiomyocytes in the context of cardiovascular disease, existing pharmacological interventions remain insufficient. This study was designed to systematically evaluate natural extracts for their potential to enhance cardiomyocyte differentiation and facilitate cardiac repair. METHODS: We performed an extensive literature review and identified 22 natural extracts associated with cardiac regeneration and stem cell differentiation. Through the use of a Tnnt2H2B-mCherry reporter mouse embryonic stem cell (mESC) line, we determined that Ganoderma lucidum water extract (GLW) are potent inducers of cardiomyocyte differentiation both in vivo and in vitro. RESULTS: GLW extracts significantly increased the proportion of beating cardiomyocytes, upregulated cardiac-specific markers (e.g., Tnnt2, Myh6), and enhanced the expression of key transcription factors (Isl1, Nkx2.5, Gata4, Mef2c) during cardiac progenitor cell (CPC) specification. Mechanistically, GLW modulated the Wnt signaling pathway, which is critical for CPCs specification. in vivo research experiments have shown that GLW can treat mice with myocardial infarction (MI) and improve cardiac function,as evidenced by increased ejection fraction and fractional shortening, along with enhanced proliferation of cardiomyocytes. Notably, GLW, particularly at higher doses, and promoted structural maturation of cardiomyocytes. CONCLUSIONS: Our findings underscore the potential of GLW as promising candidates for dual-functional therapies targeting myocardial regeneration and injury mitigation, providing novel insights into natural product-based interventions for CVD management."
cardio,"BACKGROUND: The triglyceride-glucose (TyG) index is a recognized marker of insulin resistance, yet its role in the dynamic progression from cardiovascular disease (CVD) to cardiovascular multimorbidity (CVM) remains unclear. This study aimed to evaluate the association between the TyG index and transitions from a CVD-free state to first CVD and subsequently to CVM. METHODS: In this prospective cohort study, we included participants from the Shanghai Suburban Adult Cohort who were free of CVD at baseline (2016). The TyG index was measured at baseline. Disease transitions were tracked over a median follow-up of 6.26 years. First CVD event was defined as the initial occurrence of coronary heart disease (CHD), stroke, or heart failure (HF), and CVM was defined as the presence of two or more of these conditions. Multi-state models were used to assess the association between the TyG index and transitions across health states, including disease-specific pathways. RESULTS: During a median follow-up of 6.26 years, 1,182 (3.79%) participants developed first CVD event, 671 (2.15%) developed CVM. TyG index played crucial but different roles in all transitions from healthy to first CVD event, to CVM (HR = 1.162, 95% CI: 1.074, 1.257; HR = 1.148, 95% CI: 1.010, 1.305). When we further divided first CVD events into CHD, Stroke, and HF, we found that TyG index played different roles in disease-speci fi c transitions even within the same transition stage (HR = 1.145, 95% CI: 1.029, 1.273; HR = 1.228, 95% CI: 1.085, 1.391; HR = 1.213, 95% CI: 1.057, 1.391). CONCLUSIONS: The TyG index is an independent predictor of dynamic progression toward cardiovascular multimorbidity, showing significant associations with atherosclerosis-driven conditions such as CHD and stroke but not with heart failure. These findings support its potential utility in risk stratification and preventive strategies across the cardiovascular disease continuum."
cardio,"PURPOSE: SCORE2 is a 10-year CVD risk prediction model developed for use in European populations. This study aimed to externally validate the SCORE2 model and assess its clinical usefulness in an Iranian adult population using data from the TLGS cohort. METHODS: A total of 4,942 individuals aged 40-69 years participated in the TLGS cohort, which was randomly sampled from the population. A Fine and Gray competing risk model was fitted to estimate sex-specific regression coefficients in the TLGS cohort for comparison with the original SCORE2 model. The outcome was first fatal or non-fatal CVD event (myocardial infarction, stroke, or CVD death), considering non-CVD mortality as a competing event. The predictors included age, sex, smoking status, history of diabetes, SBP, total cholesterol, and HDL cholesterol. Model performance was evaluated as statistical performance (discrimination using Harrell's C-index , calibration via plots and O/E ratio) and clinical performance (sensitivity, specificity, decision curve analysis, and net benefit fraction) across different SCORE2 risk thresholds. RESULTS: A total of 4,579 adults without a history of CVD were included in this study. During the follow-up period, CVD events occurred in 211 (11.05%) men and 151 (5.70%) women. The 10-year cumulative incidence of CVD was 8.00% (95% CI: 6.90-9.40) in men and 3.70% (3.00-4.50) in women. The validated SCORE2 model showed higher discrimination in women (C-index: 0.80; 0.76-0.83) than in men (0.70; 0.67-0.74), but it underestimated the CVD risk in both sexes (men: O/E: 2.05; 2.02-2.08, women: O/E: 1.50; 1.40-1.50). At the risk threshold of </= 2.5% for individuals under 50 years and </= 5% for those aged 50 years and older, sensitivity in men was 0.65 (0.57-0.73) and specificity was 0.63 (0.60-0.65). In women, sensitivity was 0.54 (0.44-0.64) and specificity was 0.88 (0.87-0.89). Decision curve analysis supported its clinical usefulness, particularly at intermediate risk levels (7.5-15%) in both sexes. The net benefit fraction ranged from 0.13 to 0.49 in men and 0.07-0.42 in women. CONCLUSION: The validated SCORE2 model demonstrated good discriminatory performance, particularly in women, but calibration tended to underestimate risk. Although net benefit indicated that the model provides meaningful clinical usefulness in identifying individuals who may benefit from preventive interventions, recalibration and updating the model according to national data is recommended. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1007/s40200-025-01730-5."
cardio,"Seven previously unreported sesquiterpenes including three rare 5/5/6-fused tricyclic gymnomitrane-type sesquiterpenes (1-3), an ent-longipinane-type sesquiterpene (4), a cuparane-type sesquiterpene (5), and two chamigrane-type sesquiterpenes (6 and 7), along with a known chamigrane-type sesquiterpene xylariterpenoid C (8) were isolated from the hydrothermal vent sediment derived fungus Penicillium sp. JWM79-5-1. Their structures were identified on the basis of 1D and 2D NMR, in conjunction with Mosher's method, X-ray crystallography, and electronic circular dichroism (ECD). The antithrombotic activity of compounds 1-6 and 8 was evaluated in arachidonic acid (AA)-induced zebrafish thrombosis model in vivo. The results revealed compound 1 with potent antithrombotic activity in a concentration-dependent manner. Further, the pro-angiogenic activities of compounds 1-6 and 8 were evaluated in a transgenic zebrafish model that expresses vegfr2, the receptor for the angiogenic factor VEGF, tagged with the green fluorescence protein (vegfr2-GFP) through detecting the length of both intersegmental vessels (ISVs) and subintestinal veins (SIVs). The results revealed that compound 1 exhibited a potent antithrombotic activity while 3 revealed a potent pro-angiogenic activity. These findings strongly support drug development of these compounds in cardiovascular disease treatment. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1007/s42995-025-00303-y."
cardio,"Cardiovascular disease (CVD) is the leading cause of maternal morbidity and mortality in developed countries, complicating 4-11 % of pregnancies. Women with CVD are at increased risk of maternal complications, including heart failure and arrhythmias, as well as adverse fetal outcomes such as preterm birth and perinatal mortality. Traditionally, care for pregnant women with CVD has been fragmented across specialties, leading to discontinuity and missed opportunities for optimization. To address this, recent European Society of Cardiology (ESC) guidelines strongly recommend the implementation of a pregnancy heart team: a dedicated multidisciplinary team providing integrated care for this high-risk population. We describe the implementation and organization of a pregnancy heart team in our academic tertiary hospital. The core team consists of a cardiologist specialized in cardio-obstetrics, a maternal-fetal medicine specialist, and an obstetric anesthesiologist, with additional experts consulted as required. Patients are discussed at predefined time points: preconception, during pregnancy, and postpartum. Standardized risk assessment using the modified World Health Organization (mWHO) classification guides counseling, management, and delivery planning. Shared decision-making is central, balancing maternal and fetal risks with patient preferences. The team establishes individualized peripartum care plans covering timing, mode, and location of delivery, anesthesia strategies, anticoagulation management, and postpartum monitoring. This structured, multidisciplinary model ensures continuity of care and offers a practical framework to improve outcomes in women with CVD during pregnancy."
cardio,"BACKGROUND & AIMS: The correlation between systemic inflammation response index (SIRI) and both cardiovascular disease (CVD, including myocardial infarction and total stroke) and mortality in individuals with metabolic dysfunction-associated steatotic liver disease (MASLD) remains unclear. We examined this association in a large Chinese cohort. METHODS: A population of 24,340 patients with MASLD from the Kailuan study were observed over a median of 16.0 years. SIRI was calculated based on neutrophil, monocyte, and lymphocyte counts. Cox proportional hazards models were used to estimate hazard ratios (HRs) for CVD and mortality across SIRI quartiles. Net reclassification improvement assessed SIRI's predictive value vs. high-sensitivity C-reactive protein and other indices. Mediation analysis assessed the roles of platelet count (PLT), Chinese visceral adiposity index and triglyceride-glucose index. RESULTS: During follow-up, 4,171 CVD events and 4,510 deaths occurred. Elevated SIRI was significantly linked to higher risks of CVD (HR for Q4 vs. Q1 1.21; 95% CI 1.10-1.31; p <0.001), including myocardial infarction (HR 1.22; 95% CI 1.01-1.48; p = 0.045), total stroke (HR 1.18; 95% CI 1.06-1.31; p = 0.003), and mortality (HR 1.34; 95% CI 1.24-1.46; p <0.001) in MASLD. Associations were stronger among women (HR 1.17; 95% CI 1.07-1.29; p <0.01) and physically inactive individuals (HR 1.09; 95% CI 1.05-1.13; p <0.01). SIRI improved outcome prediction over high-sensitivity C-reactive protein and other indices, with significant reclassification gains (5.84; 95% CI 2.57-9.12; p <0.001). Triglyceride-glucose index partially mediated these associations (5.3% for CVD, p = 0.006; 2.9% for mortality, p = 0.003), whereas PLT exhibited a slight inverse mediation effect on mortality (-3.3%, p = 0.032). CONCLUSIONS: High SIRI independently correlates with increased risk of CVD and mortality in MASLD. These findings highlight the role of systemic inflammation and support SIRI as a potential biomarker for risk stratification in these individuals. IMPACT AND IMPLICATIONS: This study provides important evidence linking systemic inflammation, as measured by the systemic inflammation response index, to increased cardiovascular disease and mortality in individuals with metabolic dysfunction-associated steatotic liver disease (MASLD), a prevalent condition with rising global burden. The findings underscore the clinical relevance of inflammation markers in cardiovascular risk stratification, particularly for patients and healthcare providers managing MASLD. Physicians and policymakers could incorporate systemic inflammation response index into routine assessments to identify patients with MASLD at higher risk of cardiovascular events, potentially guiding targeted interventions aimed at mitigating systemic inflammation and metabolic dysfunction. Nonetheless, due to the predominantly male, community-based cohort from northern China, further research across diverse populations is warranted to confirm these associations before widespread clinical implementation. CLINICAL TRIAL NUMBER: ChiCTR-TNC-11001489."
cardio,"BACKGROUND: Atherosclerosis is a leading contributor to cardiovascular disease and mortality worldwide, influenced by both genetic and environmental factors. Educational attainment, as a key socioeconomic indicator, has been consistently associated with cardiovascular risk in observational studies. However, the causal nature of this relationship remains uncertain. This study aimed to investigate the potential causal association between educational attainment and the risk of atherosclerosis using Mendelian randomization (MR) methods. METHODS: We performed a two-sample MR analysis using genome-wide association study (GWAS) summary statistics. Educational attainment, measured as college completion and years of schooling, was used as the exposure, and atherosclerosis, coronary artery disease, and cerebral atherosclerosis were the outcomes. Causal estimates were obtained using inverse variance weighting (IVW), MR-Egger, and weighted median approaches. Sensitivity analyses, including pleiotropy and heterogeneity tests, were conducted to validate the robustness of the results. RESULTS: Using the inverse variance weighted (IVW) method, genetically predicted higher educational attainment (college completion) was associated with a lower risk of atherosclerosis (OR = 0.43, 95 % CI: 0.32-0.57, P = 1.79E-08) and coronary artery disease (OR = 0.57, 95 % CI: 0.46-0.71, P = 6.62E-07). Additionally, an inverse association was observed between genetically predicted years of education and coronary artery disease risk (OR = 0.95, 95 % CI: 0.93-0.97, P = 2.85E-06). No significant association was found with cerebral atherosclerosis (P > 0.05). Sensitivity analyses indicated no evidence of horizontal pleiotropy or substantial bias. Although the associations did not reach statistical significance in MR-Egger or weighted mode analyses, the odds ratios remained below 1 across these methods, suggesting consistent protective trends and supporting the robustness of the findings. CONCLUSION: Our findings provide genetic evidence supporting a potential causal association between educational attainment and the risk of atherosclerosis, particularly coronary artery disease. These associations likely reflect indirect effects mediated by socioeconomic and behavioral pathways. Future research should investigate the mechanisms underlying these associations and explore how educational inequalities contribute to cardiovascular health disparities."
